date,month,day_of_week,sku,sku_id,supplier,supplier_id,warehouse,warehouse_id,route,transport_mode,distance_km,transit_time_days,transit_delay_prob,is_perishable,shelf_life_days,unit_cost,shipping_cost,storage_cost_per_day,holding_cost_per_unit_per_day,base_daily_demand,observed_daily_demand,seasonal_multiplier,promotion,inventory_on_hand,lead_time_days,safety_stock,reorder_point,stockout_risk,supplier_order_cost,supplier_min_order_qty,eoq_monthly,recommended_order_qty,product_name
2024-06-22,6,5,SKU-009,9,Supplier-02,2,Warehouse-4,4,Route-12,Truck,2006,25,0.06,0,319,71.46,136.74,0.7374,0.0238,23,17,1.297,0,20,21,40,523,0.99,119.97,1,482,482,NutriRice Premium Rice
2024-11-04,11,0,SKU-036,36,Supplier-06,6,Warehouse-2,2,Route-07,Air,2480,5,0.236,0,4,158.98,241.87,2.8191,0.053,11,15,1.41,0,13,5,3,58,0.579,78.57,5,181,99,SweetBite Marie Biscuits
2024-01-24,1,2,SKU-033,33,Supplier-07,7,Warehouse-5,5,Route-02,Truck,1783,22,0.184,1,7,136.14,96.65,2.1344,0.0454,9,7,1.0,0,9,5,10,55,0.655,36.79,20,121,82,ChocoMelt Cookies
2024-08-30,8,4,SKU-003,3,Supplier-03,3,Warehouse-6,6,Route-11,Air,313,1,0.481,0,212,151.37,49.94,1.1968,0.0505,14,12,1.0,0,18,10,11,151,0.897,142.82,10,281,217,DailyGrain Wheat Flour
2024-09-20,9,4,SKU-034,34,Supplier-08,8,Warehouse-2,2,Route-20,Sea,704,23,0.236,0,166,151.71,88.8,2.728,0.0506,12,8,1.0,0,17,2,11,35,0.281,144.03,5,261,96,SaltZest Crackers
2024-03-24,3,6,SKU-009,9,Supplier-06,6,Warehouse-5,5,Route-11,Rail,794,7,0.235,0,279,71.46,24.14,0.4447,0.0238,23,18,1.0,0,16,5,31,146,0.699,78.57,5,390,247,NutriRice Premium Rice
2024-10-30,10,2,SKU-026,26,Supplier-10,10,Warehouse-6,6,Route-10,Truck,535,7,0.203,1,381,190.26,63.86,3.0242,0.0634,13,7,1.0,0,19,10,9,139,0.86,49.72,20,143,143,TastyDrop Coconut Oil
2024-09-07,9,5,SKU-022,22,Supplier-09,9,Warehouse-5,5,Route-18,Air,793,2,0.17,1,469,7.11,31.13,0.1298,0.01,8,4,1.0,0,16,14,8,120,0.94,98.8,5,398,223,GoldLite Soybean Oil
2024-01-09,1,1,SKU-046,46,Supplier-10,10,Warehouse-3,3,Route-16,Rail,108,1,0.18,0,13,153.49,24.85,2.128,0.0512,17,5,1.0,0,22,10,26,196,0.887,49.72,20,182,182,MilkMate Full Cream Milk
2024-08-01,8,3,SKU-024,24,Supplier-06,6,Warehouse-6,6,Route-04,Truck,2106,26,0.093,1,479,22.8,129.55,0.3807,0.01,7,5,1.0,0,13,5,6,41,0.555,78.57,5,332,128,FarmPure Groundnut Oil
2024-11-01,11,4,SKU-038,38,Supplier-05,5,Warehouse-6,6,Route-01,Truck,872,11,0.34,0,5,101.41,159.1,0.1615,0.0338,8,9,1.513,0,8,5,11,51,0.688,52.16,10,157,90,ChocoLand Choco-Chip Cookies
2024-10-22,10,1,SKU-031,31,Supplier-05,5,Warehouse-6,6,Route-19,Truck,1206,15,0.374,0,5,62.18,236.85,0.2627,0.0207,9,9,1.0,0,13,5,5,50,0.594,52.16,10,213,101,CrunchBite Butter Biscuits
2024-09-02,9,0,SKU-015,15,Supplier-12,12,Warehouse-1,1,Route-19,Truck,1834,23,0.031,0,94,25.11,159.99,0.3043,0.01,18,14,1.0,0,20,21,27,405,0.989,100.36,1,601,565,HealthyBite Masoor Dal
2024-07-13,7,5,SKU-011,11,Supplier-09,9,Warehouse-6,6,Route-20,Truck,1655,21,0.116,0,164,172.39,311.41,1.9159,0.0575,16,22,1.144,0,14,14,29,253,0.96,98.8,5,234,234,NutriPulse Chana Dal
2024-10-20,10,6,SKU-010,10,Supplier-11,11,Warehouse-2,2,Route-02,Truck,1514,19,0.03,0,320,186.5,122.78,1.9569,0.0622,9,15,1.0,0,13,21,23,212,0.99,107.32,5,176,176,HomeChoice Broken Rice
2024-08-13,8,1,SKU-045,45,Supplier-02,2,Warehouse-2,2,Route-01,Sea,613,20,0.382,0,53,32.88,86.17,0.1066,0.011,9,9,1.0,0,13,21,21,210,0.99,119.97,1,443,330,FarmFresh Lassi
2024-12-19,12,3,SKU-021,21,Supplier-07,7,Warehouse-2,2,Route-14,Truck,996,12,0.199,0,534,80.89,139.57,1.1621,0.027,12,17,1.15,0,14,5,4,64,0.582,36.79,20,181,104,PureDrop Sunflower Oil
2024-08-29,8,3,SKU-014,14,Supplier-07,7,Warehouse-5,5,Route-20,Truck,1340,17,0.313,0,171,152.14,266.63,2.4164,0.0507,19,31,1.0,1,27,5,10,105,0.589,36.79,20,166,128,DailyFresh Urad Dal
2024-12-27,12,4,SKU-056,56,Supplier-12,12,Warehouse-6,6,Route-02,Truck,495,6,0.059,0,173,197.39,45.44,2.5905,0.0658,21,17,1.339,0,11,21,33,474,0.99,100.36,1,253,253,ChillZone Frozen Peas
2024-06-15,6,5,SKU-009,9,Supplier-09,9,Warehouse-2,2,Route-18,Truck,181,2,0.159,0,280,71.46,35.65,0.5668,0.0238,23,41,1.269,0,14,14,15,337,0.955,98.8,5,437,437,NutriRice Premium Rice
2024-06-09,6,6,SKU-043,43,Supplier-08,8,Warehouse-5,5,Route-13,Truck,174,2,0.066,1,8,73.43,15.14,0.9999,0.0245,14,9,1.151,0,19,2,9,37,0.232,144.03,5,406,140,CreamLand Cheese
2024-10-06,10,6,SKU-012,12,Supplier-08,8,Warehouse-5,5,Route-11,Truck,1904,24,0.201,0,131,88.65,149.91,1.0367,0.0296,13,12,1.0,0,14,2,4,30,0.237,144.03,5,356,123,PureHarvest Toor Dal
2024-11-08,11,4,SKU-023,23,Supplier-11,11,Warehouse-6,6,Route-09,Truck,1477,18,0.287,0,348,181.55,64.38,2.2182,0.0605,12,17,1.48,0,17,21,9,261,0.99,107.32,5,206,206,NaturalPress Mustard Oil
2024-10-12,10,5,SKU-031,31,Supplier-04,4,Warehouse-2,2,Route-09,Truck,1778,22,0.049,0,7,62.18,330.93,0.7602,0.0207,9,5,1.0,0,18,10,5,95,0.821,130.45,5,337,178,CrunchBite Butter Biscuits
2024-12-26,12,3,SKU-020,20,Supplier-04,4,Warehouse-3,3,Route-10,Air,466,1,0.102,0,125,179.63,27.36,1.3485,0.0599,19,52,1.565,1,21,10,8,198,0.854,130.45,5,288,263,SelectPulse Moth Beans
2024-06-11,6,1,SKU-014,14,Supplier-12,12,Warehouse-6,6,Route-16,Truck,1001,13,0.451,0,135,152.14,41.05,0.2041,0.0507,19,13,1.227,0,23,21,29,428,0.99,100.36,1,274,274,DailyFresh Urad Dal
2024-05-27,5,0,SKU-031,31,Supplier-06,6,Warehouse-5,5,Route-09,Truck,80,1,0.247,0,6,62.18,5.29,0.316,0.0207,9,12,1.0,1,19,5,10,55,0.571,78.57,5,261,114,CrunchBite Butter Biscuits
2024-07-13,7,5,SKU-008,8,Supplier-10,10,Warehouse-6,6,Route-18,Truck,683,9,0.21,1,312,156.4,113.28,2.7326,0.0521,6,8,1.104,0,12,10,7,67,0.856,49.72,20,107,87,SelectGrain Barley
2024-05-28,5,1,SKU-058,58,Supplier-07,7,Warehouse-3,3,Route-05,Air,2065,4,0.062,1,131,77.28,205.67,1.2565,0.0258,15,17,1.0,0,13,5,5,80,0.594,36.79,20,207,129,GreenGarden Broccoli
2024-06-26,6,2,SKU-003,3,Supplier-05,5,Warehouse-6,6,Route-03,Air,2055,4,0.056,0,254,151.37,348.72,2.317,0.0505,14,24,1.189,1,17,5,17,87,0.635,52.16,10,170,121,DailyGrain Wheat Flour
2024-09-02,9,0,SKU-060,60,Supplier-08,8,Warehouse-6,6,Route-09,Truck,712,9,0.253,0,113,189.71,90.0,1.8239,0.0632,16,22,1.0,0,19,2,7,39,0.245,144.03,5,270,101,PureFarm French Beans
2024-10-14,10,0,SKU-014,14,Supplier-04,4,Warehouse-5,5,Route-09,Air,399,1,0.036,0,167,152.14,27.85,1.2741,0.0507,19,21,1.0,0,24,10,9,199,0.844,130.45,5,313,269,DailyFresh Urad Dal
2024-11-11,11,0,SKU-045,45,Supplier-05,5,Warehouse-2,2,Route-04,Truck,1233,15,0.14,0,40,32.88,46.2,0.4115,0.011,9,9,1.409,0,16,5,5,50,0.54,52.16,10,292,122,FarmFresh Lassi
2024-01-26,1,4,SKU-048,48,Supplier-10,10,Warehouse-2,2,Route-08,Sea,2392,80,0.372,0,14,24.72,139.19,0.2382,0.01,5,2,1.0,0,13,10,10,60,0.879,49.72,20,223,114,RichCream Whipping Cream
2024-01-27,1,5,SKU-043,43,Supplier-09,9,Warehouse-2,2,Route-08,Truck,129,2,0.132,1,8,73.43,12.14,0.8712,0.0245,14,2,1.0,0,15,14,9,205,0.946,98.8,5,336,291,CreamLand Cheese
2024-02-21,2,2,SKU-007,7,Supplier-07,7,Warehouse-3,3,Route-16,Truck,2464,31,0.115,0,101,77.54,435.66,0.1719,0.0258,8,9,1.0,0,9,5,3,43,0.58,36.79,20,151,79,PureHarvest Poha
2024-03-21,3,3,SKU-044,44,Supplier-03,3,Warehouse-1,1,Route-18,Sea,525,18,0.355,1,160,27.83,93.04,0.3266,0.01,15,13,1.0,0,19,10,12,162,0.885,142.82,10,655,339,DailyPure Curd
2024-11-29,11,4,SKU-027,27,Supplier-11,11,Warehouse-4,4,Route-16,Truck,2363,30,0.292,0,54,190.37,466.03,1.3839,0.0635,6,8,1.504,0,8,21,10,136,0.99,107.32,5,142,142,DesiTreat Cow Ghee
2024-11-26,11,1,SKU-013,13,Supplier-05,5,Warehouse-3,3,Route-10,Sea,712,24,0.106,0,125,151.42,105.13,0.3965,0.0505,15,24,1.272,0,15,5,8,83,0.604,52.16,10,176,121,FarmSelect Moong Dal
2024-04-28,4,6,SKU-004,4,Supplier-02,2,Warehouse-6,6,Route-19,Rail,1916,16,0.239,0,270,162.33,93.01,2.6615,0.0541,9,13,1.0,1,21,21,21,210,0.99,119.97,1,200,200,RoyalKitchen Sona Masoori Rice
2024-03-30,3,5,SKU-035,35,Supplier-12,12,Warehouse-6,6,Route-02,Truck,780,10,0.156,0,158,159.36,115.06,0.7211,0.0531,18,27,1.0,1,14,21,28,406,0.99,100.36,1,261,261,CrispyTreat Nacho Chips
2024-09-10,9,1,SKU-027,27,Supplier-03,3,Warehouse-1,1,Route-13,Rail,2309,19,0.339,0,90,190.37,232.92,0.7574,0.0635,6,6,1.0,0,11,10,13,73,0.903,142.82,10,164,111,DesiTreat Cow Ghee
2024-01-05,1,4,SKU-012,12,Supplier-12,12,Warehouse-3,3,Route-02,Truck,54,1,0.138,0,88,88.65,14.14,0.3181,0.0296,13,20,1.0,0,19,21,37,310,0.99,100.36,1,297,297,PureHarvest Toor Dal
2024-06-20,6,3,SKU-020,20,Supplier-10,10,Warehouse-5,5,Route-04,Truck,1001,13,0.351,0,64,179.63,193.79,0.5062,0.0599,19,35,1.313,0,22,10,28,218,0.907,49.72,20,178,178,SelectPulse Moth Beans
2024-09-25,9,2,SKU-019,19,Supplier-08,8,Warehouse-6,6,Route-18,Truck,1932,24,0.033,1,116,67.41,361.62,0.7616,0.0225,7,3,1.0,0,15,2,5,19,0.11,144.03,5,299,94,DailyKitchen Green Gram
2024-05-19,5,6,SKU-032,32,Supplier-03,3,Warehouse-5,5,Route-15,Air,724,1,0.29,0,90,69.09,62.83,0.296,0.023,11,12,1.0,0,13,10,11,121,0.886,142.82,10,370,219,SnackoLite Potato Chips
2024-08-22,8,3,SKU-013,13,Supplier-02,2,Warehouse-3,3,Route-06,Truck,2185,27,0.122,0,51,151.42,209.73,0.1789,0.0505,15,17,1.0,0,14,21,25,340,0.99,119.97,1,267,267,FarmSelect Moong Dal
2024-01-08,1,0,SKU-042,42,Supplier-05,5,Warehouse-6,6,Route-06,Sea,1306,44,0.149,0,12,178.1,141.17,0.7015,0.0594,10,11,1.0,0,15,5,7,57,0.58,52.16,10,133,82,FreshDairy Paneer
2024-12-11,12,2,SKU-048,48,Supplier-06,6,Warehouse-3,3,Route-19,Truck,274,3,0.216,0,6,24.72,36.53,0.0343,0.01,5,9,1.459,0,12,5,8,33,0.583,78.57,5,280,105,RichCream Whipping Cream
2024-11-23,11,5,SKU-049,49,Supplier-04,4,Warehouse-2,2,Route-20,Truck,96,1,0.053,0,11,21.4,13.47,0.2072,0.01,12,13,1.538,0,18,10,8,128,0.843,130.45,5,560,278,SoftSpread Cheese Spread
2024-06-16,6,6,SKU-058,58,Supplier-07,7,Warehouse-4,4,Route-17,Rail,236,2,0.11,1,124,77.28,33.39,0.4117,0.0258,15,14,1.298,0,18,5,12,87,0.61,36.79,20,207,131,GreenGarden Broccoli
2024-04-04,4,3,SKU-006,6,Supplier-07,7,Warehouse-6,6,Route-04,Truck,2202,28,0.045,0,356,85.46,269.82,0.9853,0.0285,14,11,1.0,0,17,5,6,76,0.571,36.79,20,190,116,HealthyGrain Millet Mix
2024-01-04,1,3,SKU-009,9,Supplier-08,8,Warehouse-3,3,Route-08,Rail,543,5,0.155,0,247,71.46,28.49,0.7961,0.0238,23,29,1.0,0,31,2,13,59,0.231,144.03,5,528,186,NutriRice Premium Rice
2024-05-16,5,3,SKU-017,17,Supplier-07,7,Warehouse-2,2,Route-15,Truck,1467,18,0.128,0,131,103.52,208.34,0.9454,0.0345,19,16,1.0,0,15,5,12,107,0.631,36.79,20,201,152,ProteinRich Kabuli Chana
2024-01-06,1,5,SKU-022,22,Supplier-05,5,Warehouse-5,5,Route-19,Truck,2072,26,0.288,1,417,7.11,229.48,0.1076,0.01,8,15,1.0,0,14,5,12,52,0.637,52.16,10,289,125,GoldLite Soybean Oil
2024-02-01,2,3,SKU-017,17,Supplier-11,11,Warehouse-3,3,Route-08,Truck,1072,13,0.401,0,118,103.52,172.04,0.7196,0.0345,19,13,1.0,0,24,21,41,440,0.99,107.32,5,344,344,ProteinRich Kabuli Chana
2024-03-22,3,4,SKU-043,43,Supplier-02,2,Warehouse-4,4,Route-10,Truck,717,9,0.327,1,12,73.43,144.76,0.6118,0.0245,14,16,1.0,0,16,21,19,313,0.99,119.97,1,370,370,CreamLand Cheese
2024-12-19,12,3,SKU-026,26,Supplier-11,11,Warehouse-5,5,Route-10,Truck,1085,14,0.222,1,515,190.26,55.35,0.5656,0.0634,13,19,1.186,0,18,21,20,293,0.99,107.32,5,210,210,TastyDrop Coconut Oil
2024-11-10,11,6,SKU-008,8,Supplier-11,11,Warehouse-3,3,Route-12,Truck,1234,15,0.112,1,187,156.4,211.11,0.6449,0.0521,6,7,1.424,0,10,21,6,132,0.99,107.32,5,157,157,SelectGrain Barley
2024-03-19,3,1,SKU-015,15,Supplier-04,4,Warehouse-2,2,Route-16,Air,665,1,0.407,0,87,25.11,51.53,0.4344,0.01,18,31,1.0,0,18,10,14,194,0.898,130.45,5,685,382,HealthyBite Masoor Dal
2024-07-31,7,2,SKU-030,30,Supplier-12,12,Warehouse-5,5,Route-12,Rail,1673,14,0.281,1,388,92.45,190.69,0.333,0.0308,15,24,1.22,0,17,21,10,325,0.99,100.36,1,313,313,DailyPress Sesame Oil
2024-12-06,12,4,SKU-045,45,Supplier-09,9,Warehouse-4,4,Route-18,Truck,110,1,0.043,0,111,32.88,16.81,0.2492,0.011,9,12,1.364,0,19,14,18,144,0.94,98.8,5,402,246,FarmFresh Lassi
2024-02-11,2,6,SKU-053,53,Supplier-04,4,Warehouse-2,2,Route-20,Rail,218,2,0.424,1,120,142.72,24.96,0.8535,0.0476,18,10,1.0,0,17,10,16,196,0.904,130.45,5,314,273,NatureBasket Potatoes
2024-02-09,2,4,SKU-034,34,Supplier-08,8,Warehouse-5,5,Route-12,Truck,57,1,0.171,0,125,151.71,18.17,0.2811,0.0506,12,15,1.0,0,21,2,10,34,0.21,144.03,5,261,91,SaltZest Crackers
2024-10-07,10,0,SKU-059,59,Supplier-10,10,Warehouse-1,1,Route-02,Truck,543,7,0.236,0,71,163.5,103.19,2.7018,0.0545,6,7,1.0,0,15,10,3,63,0.816,49.72,20,105,80,DailyVeg Cabbage
2024-10-01,10,1,SKU-058,58,Supplier-09,9,Warehouse-2,2,Route-19,Rail,2293,19,0.419,1,149,77.28,291.23,0.3919,0.0258,15,11,1.0,0,18,14,16,226,0.978,98.8,5,339,310,GreenGarden Broccoli
2024-08-14,8,2,SKU-010,10,Supplier-03,3,Warehouse-3,3,Route-17,Truck,1814,23,0.053,0,189,186.5,365.75,3.1339,0.0622,9,7,1.0,0,12,10,14,104,0.873,142.82,10,203,153,HomeChoice Broken Rice
2024-09-07,9,5,SKU-008,8,Supplier-11,11,Warehouse-2,2,Route-19,Truck,919,11,0.076,1,182,156.4,131.74,2.019,0.0521,6,5,1.0,0,14,21,18,144,0.99,107.32,5,157,157,SelectGrain Barley
2024-08-20,8,1,SKU-006,6,Supplier-09,9,Warehouse-4,4,Route-02,Rail,1290,11,0.107,0,275,85.46,172.93,0.1475,0.0285,14,18,1.0,0,13,14,19,215,0.954,98.8,5,312,296,HealthyGrain Millet Mix
2024-10-15,10,1,SKU-009,9,Supplier-09,9,Warehouse-4,4,Route-15,Air,990,2,0.344,0,212,71.46,39.06,0.9452,0.0238,23,36,1.0,0,16,14,56,378,0.99,98.8,5,437,437,NutriRice Premium Rice
2024-01-12,1,4,SKU-004,4,Supplier-09,9,Warehouse-4,4,Route-10,Air,2160,4,0.137,0,286,162.33,146.86,3.0332,0.0541,9,6,1.0,0,12,14,11,137,0.95,98.8,5,181,179,RoyalKitchen Sona Masoori Rice
2024-10-23,10,2,SKU-026,26,Supplier-05,5,Warehouse-1,1,Route-07,Truck,1526,19,0.262,1,184,190.26,192.98,0.2324,0.0634,13,4,1.0,0,14,5,17,82,0.672,52.16,10,146,112,TastyDrop Coconut Oil
2024-12-24,12,1,SKU-005,5,Supplier-01,1,Warehouse-4,4,Route-12,Rail,1495,12,0.146,0,319,198.15,233.68,1.4358,0.066,17,14,1.416,0,19,5,6,91,0.584,92.21,1,218,137,GrainLand Idli Rice
2024-08-29,8,3,SKU-005,5,Supplier-09,9,Warehouse-1,1,Route-03,Rail,1744,15,0.48,0,245,198.15,194.39,1.4796,0.066,17,21,1.0,0,20,14,6,244,0.975,98.8,5,226,226,GrainLand Idli Rice
2024-03-10,3,6,SKU-003,3,Supplier-05,5,Warehouse-4,4,Route-06,Truck,1095,14,0.034,0,196,151.37,143.7,1.584,0.0505,14,17,1.0,0,24,5,16,86,0.588,52.16,10,170,113,DailyGrain Wheat Flour
2024-07-10,7,2,SKU-050,50,Supplier-11,11,Warehouse-6,6,Route-14,Truck,1298,16,0.369,0,6,141.69,114.41,1.2873,0.0472,17,12,1.16,0,24,21,21,378,0.99,107.32,5,278,278,DesiMilk Ghee
2024-07-11,7,3,SKU-058,58,Supplier-07,7,Warehouse-4,4,Route-13,Rail,2116,18,0.076,1,70,77.28,144.01,1.5105,0.0258,15,18,1.159,0,17,5,5,80,0.573,36.79,20,207,125,GreenGarden Broccoli
2024-03-09,3,5,SKU-006,6,Supplier-11,11,Warehouse-6,6,Route-18,Truck,1372,17,0.021,0,216,85.46,88.11,1.4805,0.0285,14,21,1.0,0,26,21,36,330,0.989,107.32,5,325,325,HealthyGrain Millet Mix
2024-10-02,10,2,SKU-042,42,Supplier-06,6,Warehouse-1,1,Route-06,Truck,1166,15,0.305,0,13,178.1,189.99,3.1782,0.0594,10,4,1.0,0,18,5,9,59,0.587,78.57,5,163,90,FreshDairy Paneer
2024-01-02,1,1,SKU-026,26,Supplier-09,9,Warehouse-2,2,Route-08,Truck,519,6,0.211,1,402,190.26,32.81,1.3809,0.0634,13,19,1.0,0,20,14,25,207,0.964,98.8,5,201,201,TastyDrop Coconut Oil
2024-12-10,12,1,SKU-049,49,Supplier-01,1,Warehouse-3,3,Route-15,Truck,1224,15,0.114,0,8,21.4,231.89,0.0565,0.01,12,18,1.591,0,17,5,4,64,0.552,92.21,1,470,188,SoftSpread Cheese Spread
2024-07-13,7,5,SKU-047,47,Supplier-09,9,Warehouse-4,4,Route-18,Truck,2029,25,0.079,0,12,125.55,215.24,1.4138,0.0419,13,21,1.223,0,11,14,9,191,0.944,98.8,5,248,248,NutriDairy Toned Milk
2024-06-26,6,2,SKU-053,53,Supplier-04,4,Warehouse-2,2,Route-15,Truck,988,12,0.146,1,108,142.72,70.4,2.7204,0.0476,18,22,1.193,0,19,10,35,215,0.9,130.45,5,314,290,NatureBasket Potatoes
2024-01-17,1,2,SKU-010,10,Supplier-05,5,Warehouse-2,2,Route-04,Rail,1208,10,0.161,0,243,186.5,193.07,1.9989,0.0622,9,12,1.0,0,15,5,6,51,0.563,52.16,10,123,73,HomeChoice Broken Rice
2024-01-09,1,1,SKU-052,52,Supplier-11,11,Warehouse-4,4,Route-20,Truck,1363,17,0.073,0,9,165.26,264.34,0.5613,0.0551,15,13,1.0,0,16,21,28,343,0.99,107.32,5,242,242,FarmFresh Tomatoes
2024-10-31,10,3,SKU-016,16,Supplier-04,4,Warehouse-1,1,Route-04,Rail,2400,20,0.17,0,132,181.0,174.08,1.1633,0.0603,16,21,1.0,0,20,10,15,175,0.871,130.45,5,263,234,GreenHarvest Rajma
2024-05-05,5,6,SKU-003,3,Supplier-08,8,Warehouse-5,5,Route-02,Air,587,1,0.146,0,212,151.37,31.35,1.3245,0.0505,14,15,1.0,0,10,2,4,32,0.283,144.03,5,283,107,DailyGrain Wheat Flour
2024-04-29,4,0,SKU-048,48,Supplier-01,1,Warehouse-4,4,Route-15,Rail,1699,14,0.3,0,14,24.72,320.5,0.2484,0.01,5,7,1.0,0,7,5,8,33,0.669,92.21,1,304,117,RichCream Whipping Cream
2024-09-14,9,5,SKU-035,35,Supplier-04,4,Warehouse-1,1,Route-05,Truck,2273,28,0.146,0,132,159.36,399.79,2.9171,0.0531,18,22,1.0,0,21,10,24,204,0.882,130.45,5,297,272,CrispyTreat Nacho Chips
2024-06-12,6,2,SKU-019,19,Supplier-04,4,Warehouse-6,6,Route-19,Truck,1844,23,0.13,1,76,67.41,73.62,0.0916,0.0225,7,3,1.078,0,12,10,7,77,0.853,130.45,5,285,151,DailyKitchen Green Gram
2024-05-01,5,2,SKU-037,37,Supplier-10,10,Warehouse-6,6,Route-11,Truck,1762,22,0.286,0,367,22.79,133.96,0.1091,0.01,10,9,1.0,0,13,10,16,116,0.898,49.72,20,315,197,SnackMagic Masala Chips
2024-04-23,4,1,SKU-020,20,Supplier-03,3,Warehouse-6,6,Route-17,Truck,430,5,0.081,0,118,179.63,66.6,2.5257,0.0599,19,14,1.0,0,23,10,14,204,0.858,142.82,10,301,271,SelectPulse Moth Beans
2024-10-12,10,5,SKU-027,27,Supplier-05,5,Warehouse-3,3,Route-02,Air,730,1,0.364,0,178,190.37,68.29,2.7927,0.0635,6,4,1.0,0,11,5,3,33,0.55,52.16,10,99,52,DesiTreat Cow Ghee
2024-10-11,10,4,SKU-038,38,Supplier-12,12,Warehouse-2,2,Route-14,Truck,1833,23,0.185,0,3,101.41,222.82,1.088,0.0338,8,10,1.0,0,17,21,21,189,0.99,100.36,1,218,218,ChocoLand Choco-Chip Cookies
2024-09-25,9,2,SKU-032,32,Supplier-01,1,Warehouse-3,3,Route-13,Truck,1242,16,0.128,0,129,69.09,191.89,0.4004,0.023,11,16,1.0,0,24,5,6,61,0.499,92.21,1,297,126,SnackoLite Potato Chips
2024-03-17,3,6,SKU-021,21,Supplier-12,12,Warehouse-4,4,Route-14,Truck,258,3,0.038,0,301,80.89,50.29,0.4031,0.027,12,9,1.0,0,19,21,23,275,0.989,100.36,1,299,299,PureDrop Sunflower Oil
2024-08-30,8,4,SKU-020,20,Supplier-07,7,Warehouse-2,2,Route-18,Rail,2026,17,0.254,0,171,179.63,126.54,1.4987,0.0599,19,11,1.0,0,23,5,12,107,0.61,36.79,20,153,130,SelectPulse Moth Beans
2024-08-25,8,6,SKU-016,16,Supplier-04,4,Warehouse-3,3,Route-05,Rail,1906,16,0.024,0,56,181.0,166.47,0.5675,0.0603,16,22,1.0,1,20,10,29,189,0.88,130.45,5,263,248,GreenHarvest Rajma
2024-08-01,8,3,SKU-059,59,Supplier-01,1,Warehouse-5,5,Route-14,Air,415,1,0.184,0,65,163.5,30.97,1.4659,0.0545,6,8,1.0,0,7,5,8,38,0.656,92.21,1,142,74,DailyVeg Cabbage
2024-05-04,5,5,SKU-036,36,Supplier-09,9,Warehouse-2,2,Route-13,Truck,487,6,0.155,0,3,158.98,43.81,2.806,0.053,11,16,1.0,0,19,14,22,176,0.956,98.8,5,203,203,SweetBite Marie Biscuits
2024-08-18,8,6,SKU-017,17,Supplier-04,4,Warehouse-3,3,Route-03,Truck,2192,27,0.136,0,52,103.52,443.03,1.9703,0.0345,19,12,1.0,0,20,10,24,214,0.882,130.45,5,379,308,ProteinRich Kabuli Chana
2024-04-07,4,6,SKU-055,55,Supplier-06,6,Warehouse-1,1,Route-18,Truck,742,9,0.199,0,71,21.54,87.35,0.1166,0.01,10,10,1.0,0,15,5,11,61,0.618,78.57,5,396,165,FreshPick Onions
2024-11-04,11,0,SKU-004,4,Supplier-05,5,Warehouse-4,4,Route-20,Truck,1174,15,0.242,0,320,162.33,226.93,1.7583,0.0541,9,11,1.379,0,16,5,3,48,0.529,52.16,10,132,72,RoyalKitchen Sona Masoori Rice
2024-12-09,12,0,SKU-003,3,Supplier-02,2,Warehouse-2,2,Route-19,Truck,480,6,0.178,0,307,151.37,37.03,2.2381,0.0505,14,24,1.412,0,16,21,36,330,0.99,119.97,1,258,258,DailyGrain Wheat Flour
2024-06-19,6,2,SKU-036,36,Supplier-04,4,Warehouse-4,4,Route-07,Truck,1195,15,0.058,0,7,158.98,63.33,2.0506,0.053,11,10,1.265,0,10,10,11,121,0.87,130.45,5,233,181,SweetBite Marie Biscuits
2024-03-01,3,4,SKU-020,20,Supplier-01,1,Warehouse-2,2,Route-07,Truck,1712,21,0.055,0,139,179.63,328.51,3.4378,0.0599,19,14,1.0,0,25,5,12,107,0.582,92.21,1,242,155,SelectPulse Moth Beans
2024-12-26,12,3,SKU-048,48,Supplier-08,8,Warehouse-2,2,Route-20,Sea,525,18,0.233,0,14,24.72,87.74,0.3132,0.01,5,10,1.38,0,12,2,5,15,0.134,144.03,5,380,117,RichCream Whipping Cream
2024-06-13,6,3,SKU-014,14,Supplier-07,7,Warehouse-2,2,Route-18,Air,1621,3,0.016,0,117,152.14,254.78,1.6456,0.0507,19,24,1.237,0,9,5,8,103,0.628,36.79,20,166,144,DailyFresh Urad Dal
2024-09-30,9,0,SKU-050,50,Supplier-05,5,Warehouse-4,4,Route-15,Truck,409,5,0.022,0,14,141.69,29.18,1.821,0.0472,17,22,1.0,1,11,5,10,95,0.628,52.16,10,194,142,DesiMilk Ghee
2024-07-03,7,2,SKU-042,42,Supplier-06,6,Warehouse-3,3,Route-09,Truck,2348,29,0.113,0,12,178.1,473.8,0.4978,0.0594,10,13,1.266,0,14,5,10,60,0.609,78.57,5,163,95,FreshDairy Paneer
2024-08-28,8,2,SKU-033,33,Supplier-08,8,Warehouse-4,4,Route-04,Sea,1589,53,0.344,1,5,136.14,138.11,1.031,0.0454,9,8,1.0,0,19,2,5,23,0.119,144.03,5,239,76,ChocoMelt Cookies
2024-06-09,6,6,SKU-049,49,Supplier-06,6,Warehouse-2,2,Route-12,Truck,2386,30,0.195,0,5,21.4,265.57,0.0649,0.01,12,12,1.15,0,11,5,10,70,0.642,78.57,5,434,189,SoftSpread Cheese Spread
